ad disruption,"It's disgusting. Slide up and exit into advertising push? Worthy of UC	"
vulgar content,"Very entertaining. I love following food porn and tasty?? All Lives Matter and the inspirationals are very encouraging. It's also a blessing to follow family that I don't get to see often. Oh yeah, the dance challeges are love life?????????"
excessive network traffic,"What kind of broken software can't be found, or supporting apps to cheat mobile data	"
app ranking fraud,"The swindler's praise is brushed	"
fail to install,"Why can't you settle down!!!!!!!!!!!!!!!!!!!!	"
fail to start,Hate it keeps crashing
fail to install,"It's too bad to install	"
permission abuse,"You should have root permission. I'm 5830. It's easy to use	"
bad performance,"Bad games can't be played at all. Even if you go in, it's stuck. You can't click to start playing! Card is going to learn ""Monument Valley"" badly. He's dead cheeky game!! Don't you, your cell phone is useless in Baoding	"
fail to install,"I really can't stand the installation after the update. I can't play Tengxun without the update. What are you stirring up? All game lovers, we want to complain about Tengxun together. Tengxun wants to give us an explanation and pay us back ©¸ (^ o ^) ©¼ (^ o ^) ©¼	"
bad performance,It sucks it made my phone go so slow and every time I would go on something would pop up and then it would not let me go on that app
permission abuse,Never authorize online banking.
fail to delete,"Never authorize online banking. It cannot be cancelled or deleted. It is very unsafe. You can only change your password!	"
ad disruption,"As everyone else said, this app is a useless ad generator"
bad performance,"It's stuck. You have to delete it and then download it	"
inconsistency between functionality and description,"It's OK. It's different from the function introduced	"
vulgar content,"I love it TikTok is so funny and I love people there but sometimes there is bad people and racist, homophobic people be careful on TikTok."
app ranking fraud,"Brush comments brush comments	"
ad disruption,Pretty boring and forces full screen ads
virus,"Virus computer runs perfectly!!!!!!!!!!!	"
ad disruption,Is less than 50 language and with ads and ads everywhere
fail to delete,"Can't the published mood be deleted... Is there not enough mood to choose? Nervous ~ excited and so on?	"
fail to retrieve content,"Why is there no selected hairstyle? It's blank	"
vulgar content,"Some funny, some sexy, some sad, some talented, all good."
payment deception,You say its free but you haft to pay
ad disruption,To many ads         This app was so slow and had to many ads
ad disruption,Way too many ads. Goodbye!!!
bad performance,"Too much electricity, this version!!!	"
bad performance,"After I wipe it, although the evaluation score has increased, the mobile phone will consume a lot of power. It is recommended to uninstall it	"
fail to login or register,Please support help me login to my account. I am using a Google pixel and I am now not able to log in. It show me a reset message
fail to login or register,"Character loan 51 credit card housekeeper, do you have any character, rubbish! Import the provident fund, first say the bill is overdue, and then register your identity. If it's wrong, just pull it. Garbage laughs and pees shamelessly. You have to give a star to submit comments	"
